URL Complete,URL,PMID,Title,Authors,drugbank url prefix,drugbank URI,drugbank_id,drugbank_name,,mondo_id,mondo_URL,mondo_name,conditionName,hasPhenotype,context,targetGroup,nanopub,correction,comments,Discard,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
https://pubmed.ncbi.nlm.nih.gov/30422485,https://pubmed.ncbi.nlm.nih.gov/,30422485,Lorazepam,"Ghiasi N, Bhansali RK, Marwaha R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00186,DB00186,Lorazepam,http://purl.obolibrary.org/obo/,MONDO_0005383,http://purl.obolibrary.org/obo/MONDO_0005383,panic disorder,panic disorder,,"Off-label (non-FDA-approved) uses for Lorazepam include rapid tranquilization of the agitated patient, alcohol withdrawal delirium, alcohol withdrawal syndrome, insomnia, panic disorder, delirium, chemotherapy-associated anticipatory nausea and vomiting (adjunct or breakthrough), as well as psychogenic catatonia. ",Adults,2,0,,0,2020 Nov 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Ghiasi NBhansali RKMarwaha R,StatPearls,2020,11/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/30422485,https://pubmed.ncbi.nlm.nih.gov/,30422485,Lorazepam,"Ghiasi N, Bhansali RK, Marwaha R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00186,DB00186,Lorazepam,http://purl.obolibrary.org/obo/,HP_0002017,http://purl.obolibrary.org/obo/HP_0002017,nausea and vomiting,chemotherapy-associated anticipatory nausea and vomiting (adjunct or breakthrough),,"Off-label (non-FDA-approved) uses for Lorazepam include rapid tranquilization of the agitated patient, alcohol withdrawal delirium, alcohol withdrawal syndrome, insomnia, panic disorder, delirium, chemotherapy-associated anticipatory nausea and vomiting (adjunct or breakthrough), as well as psychogenic catatonia.",Adults,2,0,nanopub: The study cohort has phenotype Cancer - Tumor (MONDO:0005070),0,2020 Nov 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Ghiasi NBhansali RKMarwaha R,StatPearls,2020,11/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/30422485,https://pubmed.ncbi.nlm.nih.gov/,30422485,Lorazepam,"Ghiasi N, Bhansali RK, Marwaha R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00186,DB00186,Lorazepam,http://purl.obolibrary.org/obo/,MONDO_0045057,http://purl.obolibrary.org/obo/MONDO_0045057,delirium,delirium,,"Off-label (non-FDA-approved) uses for Lorazepam include rapid tranquilization of the agitated patient, alcohol withdrawal delirium, alcohol withdrawal syndrome, insomnia, panic disorder, delirium, chemotherapy-associated anticipatory nausea and vomiting (adjunct or breakthrough), as well as psychogenic catatonia.",Adults,2,0,,0,2020 Nov 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Ghiasi NBhansali RKMarwaha R,StatPearls,2020,11/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/33195656,https://pubmed.ncbi.nlm.nih.gov/,33195656,Paliperidone palmitate-induced facial angioedema: A case report,"Srifuengfung M, Sukakul T, Liangcheep C, Viravan N.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01267,DB01267,Paliperidone,http://purl.obolibrary.org/obo/,HP_0000737,http://purl.obolibrary.org/obo/HP_0000737,irritability,irritability,,"Paliperidone palmitate was off-label used to control her aggression, irritability, and psychosis. After induction doses (150 mg and 100 mg intramuscularly, given 1 wk apart), she developed intermittent swelling of the face, eyelids, and lips on day 17 after the initial dose, and the edema was explicitly seen on day 20. The diagnosis was paliperidone palmitate-induced angioedema. ",Adults,2,0,,0,World J Clin Cases. 2020 Oct 26;8(20):4876-4882. doi: 10.12998/wjcc.v8.i20.4876.,Srifuengfung M,World J Clin Cases,2020,11/16/2020,PMC7642554,,10.12998/wjcc.v8.i20.4876
https://pubmed.ncbi.nlm.nih.gov/33155503,https://pubmed.ncbi.nlm.nih.gov/,33155503,Ketamine: A tale of two enantiomers,"Jelen LA, Young AH, Stone JM.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01221,DB01221,Ketamine,http://www.ebi.ac.uk/efo/,EFO_0009854,http://www.ebi.ac.uk/efo/EFO_0009854,"treatment-resistant depression 
","treatment-resistant depression 
","http://purl.obolibrary.org/obo/MONDO_0002009
",Ketamine remains an off-label treatment for treatment-resistant depression with factors that limit widespread use including its dissociative effects and abuse potential.,Adults,2,0,Mondo does not have treatment-resistant depression only depressive disorder,2,J Psychopharmacol. 2020 Nov 6:269881120959644. doi: 10.1177/0269881120959644. Online ahead of print.,Jelen LA,J Psychopharmacol,2020,11/6/2020,,,10.1177/0269881120959644
https://pubmed.ncbi.nlm.nih.gov/33232099,https://pubmed.ncbi.nlm.nih.gov/,33232099,NP Safe Prescribing Of Controlled Substances While Avoiding Drug Diversion,"Dydyk AM, Sizemore DC, Haddad LM, Lindsay L, Porter BR.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00193,DB00193,Tramadol,http://purl.obolibrary.org/obo/,MONDO_0001780,http://purl.obolibrary.org/obo/MONDO_0001780,premature ejaculation (disorder),premature ejaculation,,"Off-label, the drug is useful for premature ejaculation and restless leg syndrome refractory to other medications. For the off-label use of tramadol for premature ejaculation, both sporadic and daily use is effective for the treatment of the condition. Patients indicate a preference for ""as needed"" therapy for premature ejaculation due to the lack of side effects compared to the daily use of tramadol. ",adults,2,0,,0,2020 Nov 6. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Dydyk AMSizemore DCHaddad LMLindsay LPorter BR,StatPearls,2020,11/6/2020,,,
https://pubmed.ncbi.nlm.nih.gov/29262173,https://pubmed.ncbi.nlm.nih.gov/,29262173,Bupropion,"Huecker MR, Smiley A, Saadabadi A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01156,DB01156,Bupropion,http://purl.obolibrary.org/obo/,EFO_0006322,http://www.ebi.ac.uk/efo/EFO_0006322,anti-depressant-induced sexual dysfunction,anti-depressant-induced sexual dysfunction,,"Off-label, non-FDA approved uses include anti-depressant-induced sexual dysfunction, attention-deficit/hyperactivity disorder (ADHD), depression associated with bipolar disorder, and obesity. In the pediatric population, bupropion is used off-label for ADHD.",adults,2,0,,0,2020 Oct 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Huecker MRSmiley ASaadabadi A,StatPearls,2020,10/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/29262173,https://pubmed.ncbi.nlm.nih.gov/,29262173,Bupropion,"Huecker MR, Smiley A, Saadabadi A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01156,DB01156,Bupropion,http://purl.obolibrary.org/obo/,MONDO_0007743,http://purl.obolibrary.org/obo/MONDO_0007743,attention-deficit/hyperactivity disorder (ADHD) ,attention-deficit/hyperactivity disorder (ADHD) ,,"Off-label, non-FDA approved uses include anti-depressant-induced sexual dysfunction, attention-deficit/hyperactivity disorder (ADHD), depression associated with bipolar disorder, and obesity. In the pediatric population, bupropion is used off-label for ADHD.",adults,2,0,,0,2020 Oct 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Huecker MRSmiley ASaadabadi A,StatPearls,2020,10/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/29262173,https://pubmed.ncbi.nlm.nih.gov/,29262173,Bupropion,"Huecker MR, Smiley A, Saadabadi A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01156,DB01156,Bupropion,http://purl.obolibrary.org/obo/,MONDO_0024613,http://purl.obolibrary.org/obo/MONDO_0024613,bipolar depression,depression associated with bipolar disorder,,"Off-label, non-FDA approved uses include anti-depressant-induced sexual dysfunction, attention-deficit/hyperactivity disorder (ADHD), depression associated with bipolar disorder, and obesity. In the pediatric population, bupropion is used off-label for ADHD.",adults,2,0,,0,2020 Oct 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Huecker MRSmiley ASaadabadi A,StatPearls,2020,10/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/29262173,https://pubmed.ncbi.nlm.nih.gov/,29262173,Bupropion,"Huecker MR, Smiley A, Saadabadi A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01156,DB01156,Bupropion,http://purl.obolibrary.org/obo/,MONDO_0011122,http://purl.obolibrary.org/obo/MONDO_0011122,obesity disorder,obesity,,"Off-label, non-FDA approved uses include anti-depressant-induced sexual dysfunction, attention-deficit/hyperactivity disorder (ADHD), depression associated with bipolar disorder, and obesity. In the pediatric population, bupropion is used off-label for ADHD.",adults,2,0,,0,2020 Oct 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Huecker MRSmiley ASaadabadi A,StatPearls,2020,10/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/29262173,https://pubmed.ncbi.nlm.nih.gov/,29262173,Bupropion,"Huecker MR, Smiley A, Saadabadi A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01156,DB01156,Bupropion,http://purl.obolibrary.org/obo/,MONDO_0007743,http://purl.obolibrary.org/obo/MONDO_0007743,attention-deficit/hyperactivity disorder (ADHD) ,attention-deficit/hyperactivity disorder (ADHD) ,,"Off-label, non-FDA approved uses include anti-depressant-induced sexual dysfunction, attention-deficit/hyperactivity disorder (ADHD), depression associated with bipolar disorder, and obesity. In the pediatric population, bupropion is used off-label for ADHD.",children,2,0,,0,2020 Oct 29. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Huecker MRSmiley ASaadabadi A,StatPearls,2020,10/29/2020,,,
https://pubmed.ncbi.nlm.nih.gov/33096753,https://pubmed.ncbi.nlm.nih.gov/,33096753,Possibility of a New Indication for Amantadine in the Treatment of Bipolar Depression-Case Series Study,"Krzystanek M, Pałasz A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00915,DB00915,Amantadine,http://purl.obolibrary.org/obo/,MONDO_0024613,http://purl.obolibrary.org/obo/MONDO_0024613,bipolar depression,bipolar depression,,"One of the off-label drugs that have an antidepressant effect is amantadine. The molecular mechanism of amantadine’s antidepressant action is not yet fully understood as the drug exerts its pharmacological effects through diverse brain signaling systems such as dopaminergic, noradrenergic, glutamatergic, and opioid systems. 
All patients treated with amantadine improved their depressive symptoms after 1 week of treatment.",adults,2,0,,0,Pharmaceuticals (Basel). 2020 Oct 21;13(10):326. doi: 10.3390/ph13100326.,Krzystanek M,Pharmaceuticals (Basel),2020,10/24/2020,PMC7589301,,10.3390/ph13100326
https://pubmed.ncbi.nlm.nih.gov/30252278,https://pubmed.ncbi.nlm.nih.gov/,30252278,Paroxetine,"Shrestha P, Fariba K, Abdijadid S.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0008114,http://purl.obolibrary.org/obo/MONDO_0008114,obsessive compulsive disorder,obsessive compulsive disorder,,"Paroxetine is not FDA approved for use in children and adolescents less than 18 years of age; however, clinicians do use off-label in this group.",Children and adolescents,2,0,,0,2020 Oct 6. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Shrestha PFariba KAbdijadid S,StatPearls,2020,10/6/2020,,,
https://pubmed.ncbi.nlm.nih.gov/30252278,https://pubmed.ncbi.nlm.nih.gov/,30252278,Paroxetine,"Shrestha P, Fariba K, Abdijadid S.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0001247,http://purl.obolibrary.org/obo/MONDO_0001247,social anxiety disorder,social anxiety disorder,,"Paroxetine is not FDA approved for use in children and adolescents less than 18 years of age; however, clinicians do use off-label in this group.",Children and adolescents,1,0,,0,2020 Oct 6. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Shrestha PFariba KAbdijadid S,StatPearls,2020,10/6/2020,,,
https://pubmed.ncbi.nlm.nih.gov/30252278,https://pubmed.ncbi.nlm.nih.gov/,30252278,Paroxetine,"Shrestha P, Fariba K, Abdijadid S.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0001098,http://purl.obolibrary.org/obo/MONDO_0001098,separation anxiety disorder,separation anxiety,,"Paroxetine is not FDA approved for use in children and adolescents less than 18 years of age; however, clinicians do use off-label in this group.",Adults,1,0,,0,2020 Oct 6. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Shrestha PFariba KAbdijadid S,StatPearls,2020,10/6/2020,,,
https://pubmed.ncbi.nlm.nih.gov/30252278,https://pubmed.ncbi.nlm.nih.gov/,30252278,Paroxetine,"Shrestha P, Fariba K, Abdijadid S.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0000690,http://purl.obolibrary.org/obo/MONDO_0000690,body dismorphic disorder,body dismorphic disorder,,"Paroxetine is not FDA approved for use in children and adolescents less than 18 years of age; however, clinicians do use off-label in this group.",Adults,1,0,,0,2020 Oct 6. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Shrestha PFariba KAbdijadid S,StatPearls,2020,10/6/2020,,,
https://pubmed.ncbi.nlm.nih.gov/30252278,https://pubmed.ncbi.nlm.nih.gov/,30252278,Paroxetine,"Shrestha P, Fariba K, Abdijadid S.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0005929,http://purl.obolibrary.org/obo/MONDO_0005929,postpartum depression,postpartum depression,,"Paroxetine is not FDA approved for use in children and adolescents less than 18 years of age; however, clinicians do use off-label in this group.",Adults,1,0,,0,2020 Oct 6. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Shrestha PFariba KAbdijadid S,StatPearls,2020,10/6/2020,,,
https://pubmed.ncbi.nlm.nih.gov/30252278,https://pubmed.ncbi.nlm.nih.gov/,30252278,Paroxetine,"Shrestha P, Fariba K, Abdijadid S.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0001780,http://purl.obolibrary.org/obo/MONDO_0001780,premature ejaculation (disorder),premature ejaculation,,"Paroxetine is not FDA approved for use in children and adolescents less than 18 years of age; however, clinicians do use off-label in this group.",Adults,1,0,,0,2020 Oct 6. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Shrestha PFariba KAbdijadid S,StatPearls,2020,10/6/2020,,,
https://pubmed.ncbi.nlm.nih.gov/32491588,https://pubmed.ncbi.nlm.nih.gov/,32491588,Imipramine,"Fayez R, Gupta V.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00458,DB00458,Imipramine,http://purl.obolibrary.org/obo/,MONDO_0024317,http://purl.obolibrary.org/obo/MONDO_0024317,chronic pain syndrome,chronic neuropathic pain,,There are other off-label uses of imipramine as in the treatment of chronic neuropathic pain and panic disorder.,Adults,1,0,,0,2020 Oct 5. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Fayez RGupta V,StatPearls,2020,10/5/2020,,,
https://pubmed.ncbi.nlm.nih.gov/32491588,https://pubmed.ncbi.nlm.nih.gov/,32491588,Imipramine,"Fayez R, Gupta V.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00458,DB00458,Imipramine,http://purl.obolibrary.org/obo/,MONDO_0005383,http://purl.obolibrary.org/obo/MONDO_0005383,panic disorder,panic disorder,,There are other off-label uses of imipramine as in the treatment of chronic neuropathic pain and panic disorder.,Adults,1,0,,0,2020 Oct 5. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan–.,Fayez RGupta V,StatPearls,2020,10/5/2020,,,
https://pubmed.ncbi.nlm.nih.gov/32943849,https://pubmed.ncbi.nlm.nih.gov/,32943849,Transdermal Asenapine in Schizophrenia: A Systematic Review,"Carrithers B, El-Mallakh RS.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB06216,DB06216,Asenapine,http://purl.obolibrary.org/obo/,MONDO_0024613,http://purl.obolibrary.org/obo/MONDO_0024613,bipolar depression,bipolar depression,,"This profile suggests that asenapine may be of particular value off label for bipolar depression, anxiety, and aggression. ",Adults,1,0,,0,Patient Prefer Adherence. 2020 Aug 25;14:1541-1551. doi: 10.2147/PPA.S235104. eCollection 2020.,Carrithers B,Patient Prefer Adherence,2020,9/18/2020,PMC7468370,,10.2147/PPA.S235104
https://pubmed.ncbi.nlm.nih.gov/32943849,https://pubmed.ncbi.nlm.nih.gov/,32943849,Transdermal Asenapine in Schizophrenia: A Systematic Review,"Carrithers B, El-Mallakh RS.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB06216,DB06216,Asenapine,http://purl.obolibrary.org/obo/,MONDO_0011918,http://purl.obolibrary.org/obo/MONDO_0011918,anxiety,anxiety,,"This profile suggests that asenapine may be of particular value off label for bipolar depression, anxiety, and aggression.",Adults,1,0,,0,Patient Prefer Adherence. 2020 Aug 25;14:1541-1551. doi: 10.2147/PPA.S235104. eCollection 2020.,Carrithers B,Patient Prefer Adherence,2020,9/18/2020,PMC7468370,,10.2147/PPA.S235104
https://pubmed.ncbi.nlm.nih.gov/32927246,https://pubmed.ncbi.nlm.nih.gov/,32927246,Modafinil and its structural analogs as atypical dopamine uptake inhibitors and potential medications for psychostimulant use disorder,"Tanda G, Hersey M, Hempel B, Xi ZX, Newman AH.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00745,DB00745,Modafinil,http://purl.obolibrary.org/obo/,MONDO_0002494,http://purl.obolibrary.org/obo/MONDO_0002494,substance-related disorder,psychostimulant use disorder,,"Recently, off label use of modafinil (MOD), an approved medication for treatment of sleep disturbances, has been tested as a therapeutic for cocaine and methamphetamine use disorder. Positive results have been found in subjects dependent on psychostimulants without concurrent abuse of other substances. ",Adults,1,0,,0,Curr Opin Pharmacol. 2020 Sep 11;56:13-21. doi: 10.1016/j.coph.2020.07.007. Online ahead of print.,Tanda G,Curr Opin Pharmacol,2020,9/14/2020,,,10.1016/j.coph.2020.07.007
